,Breaking&Entering,Stated intent with partner,Happened at night,Elements of assault identified,Elements of theft identified,Race,Stage of Legal Procedure,Sentencing
511,True,True,False,False,True,Hispanic,Pre-Trial Motions,2
512,False,False,True,False,False,White,Investigation,2
513,False,True,True,True,True,Black,Initial Hearing/Arraignment,2
514,False,False,False,False,True,Other,Plea Bargaining,0
515,False,False,True,True,False,Hispanic,Initial Hearing/Arraignment,2
516,False,False,True,False,False,White,Investigation,4
517,True,False,True,False,False,White,Pre-Trial Motions,3
518,True,True,True,True,True,Hispanic,Initial Hearing/Arraignment,3
519,True,True,False,False,False,Hispanic,Investigation,3
520,True,True,True,False,False,Other,Plea Bargaining,0
521,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,0
522,False,False,False,True,False,White,Initial Hearing/Arraignment,1
523,False,True,False,False,True,White,Pre-Trial Motions,2
524,True,True,True,False,True,Hispanic,Plea Bargaining,3
525,False,True,False,True,False,Hispanic,Investigation,2
526,True,False,True,False,True,White,Plea Bargaining,2
527,False,False,False,True,True,Other,Pre-Trial Motions,3
528,True,False,False,True,False,Hispanic,Plea Bargaining,2
529,True,True,True,True,True,Other,Plea Bargaining,3
530,True,True,False,True,True,White,Pre-Trial Motions,3
531,False,False,False,True,True,Hispanic,Investigation,0
532,False,False,True,True,True,Black,Plea Bargaining,5
533,True,True,False,False,True,Other,Initial Hearing/Arraignment,4
534,False,True,False,False,True,Hispanic,Investigation,2
535,False,False,True,True,True,Other,Pre-Trial Motions,1
536,False,False,True,False,False,Black,Plea Bargaining,1
537,False,True,False,True,False,Other,Plea Bargaining,1
538,True,True,True,False,True,Black,Plea Bargaining,3
539,True,True,False,False,True,Hispanic,Investigation,1
540,True,True,True,False,False,Hispanic,Plea Bargaining,1
541,False,True,True,False,False,White,Initial Hearing/Arraignment,0
542,True,False,True,False,True,White,Pre-Trial Motions,5
543,False,False,True,True,False,Hispanic,Pre-Trial Motions,1
544,False,True,False,True,False,White,Initial Hearing/Arraignment,1
545,False,False,False,True,False,White,Initial Hearing/Arraignment,0
546,False,True,False,True,True,Other,Pre-Trial Motions,2
547,False,True,True,True,True,White,Pre-Trial Motions,1
548,True,False,False,False,False,Other,Investigation,3
549,True,True,True,False,True,Hispanic,Pre-Trial Motions,2
550,False,True,True,False,False,Black,Plea Bargaining,5
551,True,False,False,True,True,White,Investigation,0
552,False,True,False,True,True,Other,Investigation,4
553,False,True,True,True,True,Black,Investigation,5
554,True,False,False,True,False,White,Investigation,1
555,False,False,True,True,False,White,Investigation,0
556,True,True,True,False,True,Hispanic,Initial Hearing/Arraignment,4
557,False,False,True,False,True,Black,Investigation,5
558,True,True,True,True,False,Other,Initial Hearing/Arraignment,3
559,True,True,True,True,True,Black,Plea Bargaining,5
560,True,False,True,False,False,Hispanic,Initial Hearing/Arraignment,4
561,True,True,False,False,False,Black,Investigation,4
562,False,False,True,True,False,Black,Pre-Trial Motions,3
563,False,True,True,False,True,White,Initial Hearing/Arraignment,3
564,True,False,False,False,False,Black,Investigation,5
565,True,True,False,True,True,Other,Initial Hearing/Arraignment,0
566,False,False,True,False,True,Black,Plea Bargaining,5
567,False,True,True,True,True,Black,Investigation,3
568,True,False,True,False,True,Black,Plea Bargaining,2
569,False,False,False,True,False,Black,Plea Bargaining,5
570,False,True,True,False,True,Hispanic,Initial Hearing/Arraignment,3
571,True,True,True,True,True,Hispanic,Pre-Trial Motions,2
572,True,False,False,True,True,White,Pre-Trial Motions,0
573,False,True,False,True,True,Hispanic,Initial Hearing/Arraignment,1
574,False,False,True,True,True,Black,Plea Bargaining,3
575,False,False,False,False,False,Other,Pre-Trial Motions,3
576,True,True,False,False,False,Other,Plea Bargaining,5
577,False,True,True,True,True,Hispanic,Initial Hearing/Arraignment,3
578,True,False,True,True,True,Black,Investigation,3
579,False,False,False,False,False,Hispanic,Investigation,1
580,False,False,False,True,False,Other,Investigation,2
581,False,False,True,True,False,Black,Investigation,4
582,False,True,False,True,False,White,Plea Bargaining,4
583,True,False,True,True,False,Black,Plea Bargaining,4
584,True,True,True,True,False,Other,Plea Bargaining,1
585,True,True,False,False,False,Hispanic,Pre-Trial Motions,0
586,True,True,False,False,True,Other,Initial Hearing/Arraignment,3
587,False,True,False,True,True,Hispanic,Pre-Trial Motions,4
588,True,True,False,True,True,White,Investigation,2
589,True,False,False,True,False,Other,Initial Hearing/Arraignment,0
590,True,False,True,False,False,Other,Pre-Trial Motions,0
591,False,True,True,False,False,Black,Plea Bargaining,5
592,True,True,True,False,False,Other,Plea Bargaining,3
593,False,False,False,False,False,Black,Investigation,1
594,True,False,False,True,True,White,Initial Hearing/Arraignment,1
595,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,0
596,False,True,True,False,False,Other,Pre-Trial Motions,0
597,True,True,False,True,False,White,Pre-Trial Motions,1
598,True,False,True,True,False,Black,Initial Hearing/Arraignment,2
599,True,True,False,False,False,Other,Plea Bargaining,1
600,False,True,True,False,True,White,Investigation,4
601,False,True,False,True,True,White,Pre-Trial Motions,1
602,False,False,False,False,True,Hispanic,Investigation,2
603,True,True,True,False,True,Other,Investigation,0
604,True,False,False,True,True,White,Pre-Trial Motions,4
605,True,True,False,False,False,Black,Pre-Trial Motions,2
606,False,False,True,False,False,White,Plea Bargaining,1
607,True,False,False,True,False,White,Plea Bargaining,0
608,False,True,False,False,True,Hispanic,Pre-Trial Motions,3
609,False,True,True,False,False,Other,Plea Bargaining,2
610,False,False,True,True,True,Black,Initial Hearing/Arraignment,0
611,True,False,True,True,False,Black,Investigation,4
612,False,True,True,False,True,Hispanic,Initial Hearing/Arraignment,1
613,False,False,False,True,True,White,Pre-Trial Motions,3
614,False,True,False,True,True,Black,Initial Hearing/Arraignment,1
615,True,True,False,True,True,Other,Plea Bargaining,1
616,True,True,False,False,True,White,Plea Bargaining,3
617,True,False,True,True,False,White,Investigation,4
618,False,False,False,True,False,White,Plea Bargaining,3
619,False,False,False,True,True,Other,Pre-Trial Motions,2
620,False,True,False,False,True,Hispanic,Investigation,1
621,False,False,True,True,True,Other,Investigation,0
622,True,True,True,True,False,Hispanic,Investigation,2
623,False,True,True,True,False,White,Investigation,3
624,True,True,False,True,False,Black,Plea Bargaining,5
625,True,False,True,False,False,Black,Initial Hearing/Arraignment,1
626,True,False,True,False,False,Black,Initial Hearing/Arraignment,0
627,True,True,True,False,True,Black,Pre-Trial Motions,1
628,True,True,True,True,True,Hispanic,Pre-Trial Motions,2
629,True,False,True,False,False,Black,Plea Bargaining,3
630,False,True,True,False,True,White,Initial Hearing/Arraignment,3
631,False,False,False,True,False,Black,Investigation,5
632,False,True,True,True,False,White,Plea Bargaining,3
633,False,True,True,False,True,Other,Investigation,1
634,True,False,True,True,True,Black,Plea Bargaining,3
635,False,True,True,False,True,Hispanic,Pre-Trial Motions,3
636,False,False,True,False,True,White,Investigation,2
637,False,False,True,False,False,Black,Investigation,5
638,True,True,False,False,False,Black,Plea Bargaining,4
639,False,False,True,False,False,Black,Plea Bargaining,2
640,False,False,False,True,True,Other,Investigation,2
641,True,True,True,False,False,Hispanic,Pre-Trial Motions,2
642,True,True,False,False,False,White,Pre-Trial Motions,1
643,True,True,True,True,True,Black,Investigation,5
644,True,False,True,False,True,Other,Investigation,2
645,True,True,True,True,True,Other,Plea Bargaining,1
646,True,False,False,True,True,Black,Investigation,2
647,True,False,True,False,True,White,Pre-Trial Motions,3
648,True,False,False,True,True,Other,Initial Hearing/Arraignment,0
649,True,True,False,False,False,Other,Plea Bargaining,1
650,False,True,True,True,True,White,Initial Hearing/Arraignment,5
651,True,False,True,False,False,Black,Investigation,0
652,True,True,False,True,True,Black,Plea Bargaining,1
653,False,False,True,False,False,Other,Pre-Trial Motions,2
654,False,False,False,False,False,White,Plea Bargaining,1
655,True,False,False,True,True,Black,Plea Bargaining,4
656,True,True,False,False,True,Other,Pre-Trial Motions,3
657,False,False,True,True,True,Hispanic,Investigation,2
658,True,True,True,True,True,White,Initial Hearing/Arraignment,5
659,True,False,False,True,True,Hispanic,Investigation,4
660,False,True,True,True,False,Black,Plea Bargaining,4
661,True,False,False,False,True,Black,Initial Hearing/Arraignment,0
662,True,False,True,False,True,Hispanic,Investigation,4
663,True,True,False,True,True,Hispanic,Plea Bargaining,2
664,True,False,False,True,False,Hispanic,Plea Bargaining,1
665,False,True,True,True,True,Other,Initial Hearing/Arraignment,0
666,False,False,False,False,False,Other,Pre-Trial Motions,0
667,False,True,False,False,True,Hispanic,Investigation,5
668,False,True,True,False,True,Black,Plea Bargaining,4
669,True,False,True,True,True,Other,Plea Bargaining,4
670,True,False,False,False,True,White,Plea Bargaining,4
671,False,False,True,False,False,Other,Investigation,1
672,False,False,True,False,False,White,Plea Bargaining,2
673,False,True,True,True,False,Hispanic,Investigation,3
674,False,True,False,True,False,Black,Investigation,5
675,False,True,False,False,False,White,Plea Bargaining,4
676,True,False,True,False,False,Other,Initial Hearing/Arraignment,0
677,False,False,False,True,True,Hispanic,Initial Hearing/Arraignment,5
678,False,False,True,False,False,Hispanic,Plea Bargaining,4
679,False,True,True,False,False,White,Investigation,2
680,True,True,True,False,False,Hispanic,Initial Hearing/Arraignment,2
681,True,True,True,True,True,Other,Pre-Trial Motions,1
682,False,True,True,True,True,White,Plea Bargaining,4
683,True,True,False,False,False,Other,Plea Bargaining,3
684,False,True,True,True,True,White,Initial Hearing/Arraignment,1
685,False,True,True,True,False,Black,Investigation,5
686,True,False,False,False,True,Other,Plea Bargaining,2
687,False,False,False,True,True,Hispanic,Pre-Trial Motions,4
688,False,True,True,True,False,Other,Pre-Trial Motions,1
689,True,True,True,False,False,Black,Investigation,5
690,False,True,False,True,True,Black,Investigation,3
691,False,True,False,True,True,Hispanic,Initial Hearing/Arraignment,1
692,True,False,True,False,True,Hispanic,Pre-Trial Motions,2
693,False,False,False,False,False,Other,Pre-Trial Motions,0
694,True,False,False,False,True,Black,Investigation,3
695,False,True,True,False,False,Other,Pre-Trial Motions,3
696,False,False,True,True,True,White,Pre-Trial Motions,1
697,True,False,False,False,True,White,Initial Hearing/Arraignment,0
698,False,False,False,False,False,Black,Investigation,4
699,False,True,False,True,False,Black,Plea Bargaining,5
700,True,False,False,True,True,Other,Pre-Trial Motions,0
701,False,True,False,True,False,Hispanic,Pre-Trial Motions,1
702,False,True,True,True,True,Black,Pre-Trial Motions,0
703,True,False,True,False,False,Black,Plea Bargaining,5
704,True,False,True,True,False,White,Pre-Trial Motions,1
705,False,True,False,False,True,Hispanic,Plea Bargaining,3
706,False,False,True,True,True,White,Plea Bargaining,5
707,True,True,True,True,True,White,Investigation,4
708,False,False,True,False,False,Hispanic,Initial Hearing/Arraignment,0
709,True,False,True,False,True,Other,Initial Hearing/Arraignment,4
710,True,False,True,False,True,Other,Initial Hearing/Arraignment,3
711,False,False,False,False,False,Other,Initial Hearing/Arraignment,0
712,False,False,True,False,True,White,Initial Hearing/Arraignment,3
713,False,False,True,True,True,Hispanic,Initial Hearing/Arraignment,1
714,False,True,False,True,True,Other,Pre-Trial Motions,5
715,False,False,True,False,False,White,Pre-Trial Motions,3
716,False,False,False,True,False,White,Plea Bargaining,0
717,True,True,True,True,True,White,Pre-Trial Motions,0
718,True,False,True,True,False,Hispanic,Initial Hearing/Arraignment,2
719,False,True,False,True,False,Hispanic,Investigation,3
720,False,True,True,True,True,White,Initial Hearing/Arraignment,1
721,False,False,False,False,True,Black,Plea Bargaining,4
722,True,False,True,False,True,Hispanic,Plea Bargaining,5
723,False,False,False,False,True,Other,Plea Bargaining,2
724,False,False,True,False,False,Other,Investigation,0
725,True,False,True,True,True,Black,Initial Hearing/Arraignment,2
726,True,True,False,True,True,Black,Investigation,0
727,True,True,False,True,False,Other,Plea Bargaining,1
728,False,True,True,False,False,Hispanic,Pre-Trial Motions,0
729,True,True,False,True,False,White,Pre-Trial Motions,1
730,False,True,True,False,True,Black,Pre-Trial Motions,1
731,False,True,False,True,True,Hispanic,Pre-Trial Motions,3
732,False,False,False,False,True,White,Initial Hearing/Arraignment,3
733,False,False,True,False,False,Other,Pre-Trial Motions,4
734,False,False,True,False,False,Hispanic,Plea Bargaining,4
735,False,True,True,False,False,Hispanic,Plea Bargaining,1
736,False,True,False,True,False,Black,Initial Hearing/Arraignment,0
737,False,False,True,False,True,Hispanic,Initial Hearing/Arraignment,3
738,False,True,False,True,True,White,Plea Bargaining,0
739,True,True,False,True,False,Black,Initial Hearing/Arraignment,2
740,True,False,True,True,False,Black,Plea Bargaining,0
741,True,True,False,False,True,Black,Plea Bargaining,5
742,False,True,True,True,False,White,Initial Hearing/Arraignment,4
743,True,False,True,False,True,Black,Pre-Trial Motions,5
744,False,True,True,True,True,Black,Plea Bargaining,3
745,True,True,False,False,True,Hispanic,Pre-Trial Motions,1
746,True,False,True,True,True,Hispanic,Plea Bargaining,1
747,True,True,False,False,False,Black,Pre-Trial Motions,2
748,False,False,True,True,False,White,Pre-Trial Motions,4
749,False,False,True,True,False,White,Initial Hearing/Arraignment,1
750,False,False,False,False,False,Black,Initial Hearing/Arraignment,0
751,False,True,True,False,False,Hispanic,Pre-Trial Motions,3
752,True,False,False,False,False,White,Pre-Trial Motions,0
753,False,False,True,True,True,Other,Plea Bargaining,3
754,False,False,True,True,True,Other,Plea Bargaining,1
755,False,False,False,False,True,White,Investigation,0
756,False,True,True,False,False,Hispanic,Pre-Trial Motions,3
757,True,False,True,True,True,Other,Initial Hearing/Arraignment,3
758,True,True,True,True,False,Hispanic,Investigation,3
759,False,True,False,False,True,Hispanic,Plea Bargaining,2
760,True,True,True,False,True,White,Initial Hearing/Arraignment,2
761,False,True,True,True,False,Hispanic,Pre-Trial Motions,3
762,True,True,True,False,False,Other,Initial Hearing/Arraignment,4
763,False,False,False,True,False,Black,Plea Bargaining,4
764,False,False,False,True,False,Black,Investigation,5
765,True,True,True,True,False,Other,Pre-Trial Motions,0
766,False,True,True,True,False,Hispanic,Pre-Trial Motions,2
767,True,True,True,False,False,Hispanic,Initial Hearing/Arraignment,1
768,False,False,True,True,False,Hispanic,Investigation,3
769,True,False,False,True,False,Hispanic,Plea Bargaining,2
770,False,False,False,True,True,White,Investigation,4
771,True,True,True,False,False,White,Investigation,3
772,True,True,False,True,False,Other,Initial Hearing/Arraignment,5
773,True,True,True,True,False,Hispanic,Investigation,4
774,True,False,True,False,True,White,Initial Hearing/Arraignment,4
775,True,True,False,True,True,Other,Investigation,4
776,False,True,True,False,True,Other,Investigation,5
777,True,False,False,False,False,Black,Investigation,3
778,False,False,False,True,True,Hispanic,Pre-Trial Motions,4
779,False,False,True,False,False,Black,Plea Bargaining,3
780,True,True,False,False,True,White,Plea Bargaining,0
781,True,False,False,True,True,White,Plea Bargaining,4
782,False,True,True,True,False,Other,Pre-Trial Motions,2
783,True,True,False,True,True,White,Investigation,1
784,False,False,True,True,True,Black,Investigation,5
785,True,True,False,True,False,White,Plea Bargaining,4
786,True,False,False,False,False,White,Plea Bargaining,2
787,False,False,False,True,True,Black,Initial Hearing/Arraignment,1
788,True,False,False,False,True,White,Plea Bargaining,4
789,False,True,False,False,True,Black,Investigation,5
790,True,True,False,False,False,Black,Plea Bargaining,4
791,False,False,False,True,True,Black,Plea Bargaining,5
792,True,False,False,True,False,White,Investigation,1
793,True,True,False,False,True,Black,Plea Bargaining,5
794,True,True,False,True,True,Black,Investigation,1
795,False,True,False,False,True,Other,Pre-Trial Motions,0
796,False,False,True,False,True,White,Plea Bargaining,2
797,False,False,False,False,True,Other,Pre-Trial Motions,4
798,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,1
799,False,False,True,True,False,Other,Plea Bargaining,2
800,False,False,False,False,True,Black,Initial Hearing/Arraignment,3
801,True,True,True,True,False,Black,Investigation,5
802,False,False,False,False,False,Other,Investigation,0
803,True,False,True,False,False,White,Plea Bargaining,3
804,True,False,False,True,False,Black,Plea Bargaining,5
805,False,True,True,False,False,White,Initial Hearing/Arraignment,4
806,False,True,False,True,True,Black,Plea Bargaining,4
807,True,True,False,False,False,Other,Investigation,0
808,True,False,True,False,True,Black,Investigation,5
809,False,False,False,True,True,Hispanic,Pre-Trial Motions,5
810,True,False,False,False,False,White,Investigation,4
811,False,False,False,True,True,Black,Initial Hearing/Arraignment,4
812,True,True,True,True,True,Other,Initial Hearing/Arraignment,4
813,False,True,True,True,True,Black,Plea Bargaining,4
814,True,True,False,False,True,Other,Investigation,0
815,True,False,True,False,True,Hispanic,Pre-Trial Motions,2
816,False,False,False,True,True,Hispanic,Pre-Trial Motions,5
817,False,True,False,False,False,Black,Investigation,3
818,False,False,False,True,True,White,Initial Hearing/Arraignment,0
819,False,True,False,True,False,Hispanic,Initial Hearing/Arraignment,1
820,False,True,False,True,True,Other,Investigation,5
821,False,True,True,True,True,Hispanic,Investigation,1
822,True,False,False,True,True,White,Pre-Trial Motions,2
823,True,False,False,True,True,Other,Initial Hearing/Arraignment,3
824,False,False,True,False,True,Other,Plea Bargaining,1
825,True,True,False,True,True,White,Plea Bargaining,2
826,True,False,False,False,True,Other,Investigation,1
827,False,True,True,True,False,Other,Initial Hearing/Arraignment,1
828,True,False,False,False,False,Hispanic,Pre-Trial Motions,1
829,True,False,False,True,True,Hispanic,Pre-Trial Motions,4
830,False,False,False,False,False,Other,Investigation,1
831,True,True,False,True,False,White,Investigation,2
832,True,False,True,False,True,White,Plea Bargaining,4
833,False,False,False,False,False,Black,Plea Bargaining,3
834,False,False,False,False,False,Hispanic,Pre-Trial Motions,0
835,True,False,False,True,True,White,Plea Bargaining,4
836,True,True,False,False,True,Hispanic,Pre-Trial Motions,3
837,False,True,False,False,True,Other,Plea Bargaining,1
838,True,True,False,True,True,Black,Investigation,5
839,True,True,True,True,True,Other,Investigation,1
840,False,False,False,False,False,Other,Investigation,1
841,False,True,False,True,False,Black,Investigation,5
842,False,True,False,False,True,Hispanic,Initial Hearing/Arraignment,4
843,False,True,False,False,False,Hispanic,Investigation,0
844,False,False,True,False,False,White,Initial Hearing/Arraignment,1
845,False,True,False,True,False,Other,Pre-Trial Motions,0
846,True,False,True,True,True,Other,Plea Bargaining,1
847,False,True,False,True,False,Hispanic,Pre-Trial Motions,0
848,False,True,True,False,False,Black,Investigation,3
849,True,True,True,True,True,Black,Plea Bargaining,5
850,True,False,True,True,False,Other,Pre-Trial Motions,1
851,True,True,False,True,True,Other,Pre-Trial Motions,2
852,True,False,True,False,False,White,Pre-Trial Motions,3
853,True,False,True,False,True,White,Investigation,0
854,False,True,False,True,False,Hispanic,Plea Bargaining,3
855,False,False,True,True,True,Black,Plea Bargaining,2
856,True,False,True,False,False,Hispanic,Plea Bargaining,3
857,True,False,False,False,True,Hispanic,Investigation,2
858,True,True,False,False,False,White,Initial Hearing/Arraignment,1
859,False,False,False,False,False,Hispanic,Plea Bargaining,2
860,False,True,True,True,True,Black,Plea Bargaining,3
861,False,False,True,False,True,White,Plea Bargaining,4
862,False,False,False,True,True,White,Investigation,0
863,False,False,True,True,False,Other,Pre-Trial Motions,5
864,True,True,True,True,False,Hispanic,Initial Hearing/Arraignment,0
865,False,True,True,True,True,White,Investigation,3
866,True,False,False,False,False,White,Pre-Trial Motions,3
867,False,True,False,False,True,Black,Plea Bargaining,1
868,False,True,True,False,True,Hispanic,Investigation,3
869,False,False,False,False,False,Other,Initial Hearing/Arraignment,4
870,False,True,True,False,False,Black,Plea Bargaining,4
871,True,True,True,True,True,Other,Plea Bargaining,1
872,True,True,False,True,False,Other,Plea Bargaining,5
873,True,False,True,False,False,Hispanic,Investigation,2
874,False,False,True,True,True,Black,Initial Hearing/Arraignment,4
875,False,False,False,False,True,White,Initial Hearing/Arraignment,1
876,False,False,True,False,False,White,Plea Bargaining,4
877,False,True,True,True,True,Hispanic,Plea Bargaining,1
878,True,False,True,False,False,White,Pre-Trial Motions,1
879,True,True,True,False,True,White,Plea Bargaining,1
880,False,False,True,False,False,Other,Investigation,3
881,True,False,True,True,False,Black,Investigation,3
882,False,True,False,False,True,Black,Investigation,4
883,False,True,True,True,False,Hispanic,Plea Bargaining,3
884,True,False,True,True,True,Black,Plea Bargaining,1
885,True,False,False,False,False,Black,Investigation,5
886,False,False,False,False,False,Hispanic,Investigation,0
887,True,False,False,True,True,White,Investigation,3
888,True,True,False,False,False,Black,Pre-Trial Motions,3
889,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,4
890,True,True,True,False,True,White,Plea Bargaining,0
891,False,True,False,False,False,Other,Investigation,1
892,False,True,False,True,False,Other,Plea Bargaining,1
893,True,True,True,False,False,White,Pre-Trial Motions,2
894,False,True,True,False,False,Black,Investigation,4
895,False,True,False,True,False,Other,Investigation,0
896,False,True,False,True,False,Hispanic,Initial Hearing/Arraignment,4
897,True,False,True,True,False,Black,Investigation,5
898,True,True,False,True,True,White,Initial Hearing/Arraignment,2
899,False,False,True,True,False,White,Investigation,2
900,True,True,True,True,False,White,Investigation,4
901,False,False,False,False,False,White,Initial Hearing/Arraignment,2
902,True,False,False,True,True,Hispanic,Pre-Trial Motions,3
903,True,True,False,False,False,Other,Plea Bargaining,4
904,False,True,False,False,True,Other,Initial Hearing/Arraignment,1
905,True,True,False,False,False,Black,Pre-Trial Motions,4
906,False,True,False,True,True,Black,Investigation,3
907,True,True,False,False,False,White,Pre-Trial Motions,0
908,True,False,True,False,True,Black,Plea Bargaining,4
909,False,False,False,False,False,Other,Investigation,1
910,False,True,False,False,True,Hispanic,Initial Hearing/Arraignment,3
911,True,True,False,False,True,Hispanic,Pre-Trial Motions,4
912,True,True,True,False,False,Hispanic,Investigation,4
913,True,False,True,True,True,Black,Plea Bargaining,3
914,True,True,True,False,False,Other,Investigation,0
915,True,False,True,True,True,Other,Plea Bargaining,3
916,True,True,True,True,True,Black,Pre-Trial Motions,0
917,False,False,False,False,False,Black,Plea Bargaining,1
918,True,False,False,False,True,White,Plea Bargaining,1
919,False,False,False,False,False,Other,Plea Bargaining,3
920,True,True,False,True,False,Black,Plea Bargaining,4
921,False,True,False,True,True,Black,Plea Bargaining,2
922,True,False,True,True,False,Hispanic,Plea Bargaining,3
923,True,True,False,True,True,Hispanic,Investigation,2
924,True,True,False,False,True,Hispanic,Initial Hearing/Arraignment,2
925,False,True,True,False,False,Black,Investigation,5
926,True,False,False,True,True,Black,Plea Bargaining,5
927,True,False,False,True,True,Other,Plea Bargaining,0
928,True,False,False,False,False,Black,Initial Hearing/Arraignment,1
929,True,True,False,False,False,Black,Plea Bargaining,5
930,False,False,False,False,False,Hispanic,Pre-Trial Motions,0
931,False,True,False,False,True,Black,Plea Bargaining,4
932,False,False,False,True,True,Hispanic,Pre-Trial Motions,0
933,False,True,False,False,False,Hispanic,Initial Hearing/Arraignment,1
934,False,False,True,True,True,Hispanic,Pre-Trial Motions,4
935,True,False,False,False,True,White,Initial Hearing/Arraignment,2
936,True,True,True,False,True,Black,Plea Bargaining,4
937,True,False,False,False,True,White,Plea Bargaining,0
938,True,False,True,True,False,Other,Investigation,3
939,False,False,False,True,True,Black,Investigation,2
940,False,False,False,True,True,White,Pre-Trial Motions,1
941,False,False,True,True,False,White,Plea Bargaining,3
942,True,True,True,True,True,Black,Initial Hearing/Arraignment,4
943,True,True,False,False,False,Black,Pre-Trial Motions,1
944,False,True,False,False,False,Other,Plea Bargaining,1
945,True,False,True,True,True,Hispanic,Plea Bargaining,4
946,True,False,False,False,True,Black,Investigation,4
947,True,False,True,False,False,White,Plea Bargaining,0
948,True,True,True,False,False,White,Plea Bargaining,0
949,True,True,False,True,True,White,Investigation,0
950,True,True,True,True,False,Black,Investigation,3
951,True,False,False,False,True,Hispanic,Plea Bargaining,4
952,True,True,False,False,False,Black,Initial Hearing/Arraignment,1
953,False,True,False,True,False,White,Initial Hearing/Arraignment,1
954,True,False,False,True,True,Black,Investigation,3
955,False,True,True,False,True,Other,Investigation,3
956,False,False,True,False,True,Black,Investigation,4
957,True,False,False,False,True,Other,Plea Bargaining,3
958,False,True,True,True,False,White,Pre-Trial Motions,4
959,True,False,True,True,True,Black,Initial Hearing/Arraignment,0
960,False,True,False,True,False,Other,Investigation,3
961,False,True,False,False,False,Other,Pre-Trial Motions,2
962,True,False,True,False,False,Hispanic,Investigation,1
963,True,True,True,True,True,White,Plea Bargaining,4
964,False,False,False,False,False,White,Pre-Trial Motions,1
965,False,True,True,False,True,Hispanic,Plea Bargaining,1
966,False,False,True,True,False,Hispanic,Initial Hearing/Arraignment,3
967,False,True,False,False,False,Black,Plea Bargaining,4
968,True,True,True,True,True,Other,Pre-Trial Motions,3
969,False,True,True,False,True,White,Pre-Trial Motions,1
970,True,True,True,True,False,Hispanic,Investigation,0
971,True,True,True,True,False,Other,Pre-Trial Motions,0
972,False,False,False,True,True,Other,Plea Bargaining,2
973,False,True,False,True,False,Hispanic,Plea Bargaining,1
974,True,True,True,False,False,White,Pre-Trial Motions,1
975,True,True,False,True,False,White,Initial Hearing/Arraignment,4
976,False,True,True,False,True,White,Initial Hearing/Arraignment,2
977,True,False,True,True,False,White,Pre-Trial Motions,5
978,True,True,False,False,True,Hispanic,Investigation,3
979,True,True,False,True,False,White,Plea Bargaining,4
980,False,False,True,False,False,White,Pre-Trial Motions,0
981,False,True,True,True,False,Other,Pre-Trial Motions,1
982,True,False,False,False,True,White,Plea Bargaining,4
983,True,True,False,True,True,Other,Pre-Trial Motions,2
984,False,True,True,False,False,White,Pre-Trial Motions,0
985,False,False,True,True,False,White,Initial Hearing/Arraignment,3
986,True,True,False,True,False,White,Initial Hearing/Arraignment,5
987,False,False,False,True,True,White,Initial Hearing/Arraignment,4
988,False,True,True,True,True,White,Pre-Trial Motions,1
989,False,False,False,True,False,Other,Plea Bargaining,2
990,False,False,False,False,False,Black,Investigation,4
991,False,True,True,True,False,Black,Investigation,3
992,False,True,False,True,True,Other,Initial Hearing/Arraignment,0
993,False,True,True,False,False,Hispanic,Pre-Trial Motions,0
994,False,True,False,True,True,Hispanic,Initial Hearing/Arraignment,1
995,False,False,False,False,False,Hispanic,Plea Bargaining,3
996,True,True,False,False,True,White,Plea Bargaining,2
997,False,False,False,False,False,Other,Pre-Trial Motions,0
998,False,False,False,False,False,Hispanic,Initial Hearing/Arraignment,3
999,True,True,True,True,False,White,Pre-Trial Motions,2
